Order,MRCA,Leaves,Family,Family MRCA,Subfamily,Subfamily MRCA,Genus,Genus MRCA,Family_Names,Family_Source
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071086,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_3,NC_023503_NC_071086_0.77029,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071064,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071061,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_020197,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071084,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071080,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071076,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071078,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071077,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071082,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071074,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071071,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071081,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071065,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071083,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_013598,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071068,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071063,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_5,NC_071063,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071066,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071067,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071070,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071069,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071079,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071073,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071085,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071075,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_2,NC_071066_NC_071064_0.777138,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_002214,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_4,NC_002214,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_004303,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_022776,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_007019,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_010353,Aliceevansviridae,NC_000871_NC_070901_0.563017,Rheavirinae,NC_002214_NC_071086_0.652508,Brussowvirus_1,NC_004303_NC_071068_0.78027,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_012753,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_3,NC_012753,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071056,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_1,NC_071056_NC_071059_0.810407,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071054,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_1,NC_071056_NC_071059_0.810407,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071057,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_1,NC_071056_NC_071059_0.810407,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071052,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_1,NC_071056_NC_071059_0.810407,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071055,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_1,NC_071056_NC_071059_0.810407,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071051,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_1,NC_071056_NC_071059_0.810407,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071059,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_1,NC_071056_NC_071059_0.810407,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071058,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_2,NC_071058_NC_071060_0.76673,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071060,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_2,NC_071058_NC_071060_0.76673,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_071053,Aliceevansviridae,NC_000871_NC_070901_0.563017,Phoebevirinae,NC_012753_NC_071060_0.676633,Vansinderenvirus_1,NC_071056_NC_071059_0.810407,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070898,Aliceevansviridae,NC_000871_NC_070901_0.563017,Cressidavirinae,NC_070898_NC_070901_0.730269,Piorkowskivirus_1,NC_070898_NC_031023_0.801372,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_031069,Aliceevansviridae,NC_000871_NC_070901_0.563017,Cressidavirinae,NC_070898_NC_070901_0.730269,Piorkowskivirus_1,NC_070898_NC_031023_0.801372,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_031094,Aliceevansviridae,NC_000871_NC_070901_0.563017,Cressidavirinae,NC_070898_NC_070901_0.730269,Piorkowskivirus_1,NC_070898_NC_031023_0.801372,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070899,Aliceevansviridae,NC_000871_NC_070901_0.563017,Cressidavirinae,NC_070898_NC_070901_0.730269,Piorkowskivirus_1,NC_070898_NC_031023_0.801372,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070900,Aliceevansviridae,NC_000871_NC_070901_0.563017,Cressidavirinae,NC_070898_NC_070901_0.730269,Piorkowskivirus_1,NC_070898_NC_031023_0.801372,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070901,Aliceevansviridae,NC_000871_NC_070901_0.563017,Cressidavirinae,NC_070898_NC_070901_0.730269,Piorkowskivirus_2,NC_070901,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_031023,Aliceevansviridae,NC_000871_NC_070901_0.563017,Cressidavirinae,NC_070898_NC_070901_0.730269,Piorkowskivirus_1,NC_070898_NC_031023_0.801372,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070717,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070700,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070698,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070680,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070704,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070714,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070661,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070726,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070667,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070703,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070668,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070684,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070720,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070673,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_002185,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070719,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070678,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070662,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070685,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070690,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070696,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070695,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070651,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070722,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070652,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070721,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070723,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070724,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070665,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070657,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070692,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070659,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070709,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070708,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070658,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070691,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070701,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070716,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070699,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070697,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070656,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070689,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070676,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070675,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070655,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070687,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070713,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070679,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070672,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_3,NC_070672,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070654,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_2,NC_002185_NC_070679_0.781009,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070706,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070715,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070670,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070694,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_002072,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_000872,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
Aliceevansvirales,NC_000871_NC_028911_0.463084,NC_070666,Aliceevansviridae,NC_000871_NC_070901_0.563017,Callistovirinae,NC_000871_NC_070672_0.679237,Moineauvirus_1,NC_000871_NC_070673_0.778522,Aliceevansviridae,ICTV VMR40
