Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,Exemplar GenBank Accession Number,Exemplar virus name,Exemplar isolate designation,Host/Source,Change,source_file,Virus name abbreviation,Proposed Rank,GenBank,submission_year,genome_accn
1691.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Bracchivirus,,Bracchivirus U2F1,E,Uncultured Caudovirales phage clone 2F_1,,,MF417929,NC_055729,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055729
1692.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Canoevirus,,Canoevirus canoe,E,Vibrio phage 1.202.O._10N.222.45.E8,,,MG592573,NC_048066,Partial genome,dsDNA,bacteria,,,,,,,,,,,NC_048066
1693.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Catalunyavirus,,Catalunyavirus C5a,E,Pseudoalteromonas phage C5a,,,KY045851,NC_047790,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047790
1694.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Citexvirus,,Citexvirus BR319A,E,Pseudomonas phage vB_Pae_BR319a,,,MK511066,NC_055793,Partial genome,dsDNA,bacteria,,,,,,,,,,,NC_055793
1695.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Citexvirus,,Citexvirus dobby,E,Pseudomonas phage Dobby,,,MK034952,NC_048109,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048109
1696.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Citexvirus,,Citexvirus phiCTX,E,Pseudomonas phage phiCTX,,,AB008550,NC_003278,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_003278
1698.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Dagavirus,,Dagavirus ST13OXA48phi121,E,Klebsiella phage ST13-OXA48phi12.1,,,MK422453,NC_049453,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049453
1699.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Duodecimduovirus,,Duodecimduovirus phiE122,E,Burkholderia phage phiE12-2,,,CP000624,NC_009236,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_009236
1703.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Eganvirus,,Eganvirus BIS20,E,Salmonella phage BIS20,,,MZ520833,NC_070911,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070911
1704.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Eganvirus,,Eganvirus EtG,E,Erwinia phage EtG,,,MF276773,NC_047833,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047833
1705.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Eganvirus,,Eganvirus ev186,E,Escherichia phage 186,,,U32222,NC_001317,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_001317
1706.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Eganvirus,,Eganvirus PsP3,E,Salmonella phage PsP3,,,AY135486,NC_005340,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_005340
1707.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Eganvirus,,Eganvirus SEN1,E,Salmonella phage SEN1,,,KT630644,NC_029003,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_029003
1708.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Eganvirus,,Eganvirus SW9,E,Salmonella phage SW9,,,MK972711,NC_049459,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049459
1709.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Elveevirus,,Elveevirus 4LV2017,E,Klebsiella phage 4LV2017,,,KY271398,NC_047818,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047818
1712.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Entnonagintavirus,,Entnonagintavirus ENT90,E,Erwinia phage ENT90,,,HQ110084,NC_019932,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_019932
1713.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Evevirus,,Evevirus ev239,E,Escherichia phage ESSI2_ev239,,,LR597637,NC_049392,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049392
1716.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Felsduovirus,,Felsduovirus RE2010,E,Salmonella phage RE2010,,,HM770079,NC_019488,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_019488
1717.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Felsduovirus,,Felsduovirus SEN8,E,Salmonella phage SEN8,,,KT630647,NC_047753,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047753
1721.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Gegavirus,,Gegavirus ST15OXA48phi141,E,Klebsiella phage ST15-OXA48phi14.1,,,MK433578,NC_049454,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049454
1722.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Gegevirus,,Gegevirus ST437OXA245phi41,E,Klebsiella phage ST437-OXA245phi4.1,,,MK416011,NC_049448,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049448
1723.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Gemsvirus,,Gemsvirus gv5004652,E,Escherichia phage 500465-2,,,CP025901,NC_049343,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049343
1725.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Hpunavirus,,Hpunavirus HP1,E,Haemophilus phage HP1,,,U24159,NC_001697,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_001697
1726.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Hpunavirus,,Hpunavirus HP2,E,Haemophilus phage HP2,,,AY027935,NC_003315,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_003315
1728.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Irrigatiovirus,,Irrigatiovirus SI7,E,Salmonella phage SI7,,,MK972712,NC_049460,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049460
1730.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Irtavirus,,Irtavirus F108,E,Pasteurella phage F108,,,DQ114220,NC_008193,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_008193
1731.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Kapieceevirus,,Kapieceevirus ST512KPC3phi132,E,Klebsiella phage ST512-KPC3phi13.2,,,MK422449,NC_049452,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049452
1732.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Kayeltresvirus,,Kayeltresvirus KL3,E,Burkholderia phage KL3,,,GU911304,NC_015266,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_015266
1737.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Kisquattuordecimvirus,,Kisquattuordecimvirus FLC5,E,Burkholderia phage FLC5 DNA,,,LC528882,NC_055722,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055722
1739.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Kisquattuordecimvirus,,Kisquattuordecimvirus KS14,E,Burkholderia phage KS14,,,HM461982,NC_015273,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_015273
1741.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Kisquinquevirus,,Kisquinquevirus KS5,E,Burkholderia phage KS5,,,GU911303,NC_015265,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_015265
1742.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Longwoodvirus,,Longwoodvirus K139,E,Bacteriophage K139,,,AF125163,NC_003313,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_003313
1745.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Nampongvirus,,Nampongvirus ST79,E,Burkholderia phage ST79,,,KC462197,NC_021343,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_021343
1746.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Novemvirus,,Novemvirus T5282H,E,Enterobacter phage phiT5282H,,,MG589387,NC_049429,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049429
1749.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus DC1,E,Escherichia phage DC1,,,OU784750,NC_070905,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070905
1750.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus fiAA91ss,E,Enterobacteria phage fiAA91-ss,,,KF322032,NC_022750,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_022750
1751.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus FSLSP004,E,Salmonella phage FSLSP004,,,KC139521,NC_021774,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_021774
1755.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus L413C,E,Yersinia phage L-413C,,,AY251033,NC_004745,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_004745
1756.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus magyaro,E,Escherichia phage P2,,,KC618326,NC_041848,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_041848
1757.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus P2,E,Bacteriophage P2,P2,,AF063097,NC_001895,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_001895
1760.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus P22H1,E,Escherichia phage P2_2H1,,,LR595870,NC_049386,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049386
1761.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus P22H4,E,Escherichia phage P2_2H4,,,LR595869,NC_049385,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049385
1762.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus P24A7b,E,Escherichia phage P2_4A7b,,,LR595887,NC_049390,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049390
1763.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus P24B2,E,Escherichia phage P2_4B2,,,LR595873,NC_049387,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049387
1764.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus P24C9,E,Escherichia phage P2_4C9,,,LR595883,NC_049388,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049388
1765.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus P24E6b,E,Escherichia phage P2_4E6b,,,LR595885,NC_049389,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049389
1766.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus pro147,E,Escherichia phage pro147,,,KR073660,NC_028896,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028896
1767.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus pro483,E,Escherichia phage pro483,,,KR073661,NC_028943,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028943
1768.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus pv12474III,E,Escherichia phage vB_EcoM-12474III,,,MK907237,NC_049457,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049457
1769.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus R18C,E,Bacteriophage R18C,,,MN016939,NC_049461,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049461
1770.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus SIAC10,E,Escherichia phage SIAC10,,,OU784549,NC_070904,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070904
1771.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus SIDE7,E,Escherichia phage SIDE7,,,OU784746,NC_070906,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070906
1773.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus Wphi,E,Escherichia phage Wphi,,,AY135739,NC_005056,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_005056
1774.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus YPM22,E,Yersinia phage vB_YpM_22,,,MT374855,NC_055844,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055844
1775.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus YPM46,E,Yersinia phage vB_YpM_46,,,MT374857,NC_055845,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055845
1776.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Peduovirus,,Peduovirus YPM50,E,Yersinia phage vB_YpM_50,,,MT374858,NC_055846,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055846
1777.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Phitrevirus,,Phitrevirus phi3,E,Pseudomonas phage phi3,,,KT887559,NC_030940,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_030940
1779.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Playavirus,,Playavirus SMHB1,E,Salinivibrio phage SMHB1,,,KX774374,NC_047775,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047775
1783.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Quadragintavirus,,Quadragintavirus ev015,E,Escherichia phage ESSI2_ev015,,,LR597649,NC_049395,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049395
1784.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Quadragintavirus,,Quadragintavirus ev040,E,Escherichia phage ESSI2_ev040,,,LR597638,NC_049393,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049393
1785.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Quadragintavirus,,Quadragintavirus ev129,E,Escherichia phage ESSI2_ev129,,,LR597640,NC_049394,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049394
1786.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Reginaelenavirus,,Reginaelenavirus rv3LV2017,E,Klebsiella phage 3LV2017,,,KY271397,NC_047817,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047817
1787.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Reipivirus,,Reipivirus ST16OXA48phi54,E,Klebsiella phage ST16-OXA48phi5.4,,,MK416015,NC_049450,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049450
1789.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Senquatrovirus,,Senquatrovirus SEN4,E,Salmonella phage SEN4,,,KT630645,NC_029015,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_029015
1790.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Seongnamvirus,,Seongnamvirus ESSI2,E,Cronobacter phage ESSI-2,,,HQ110083,NC_047854,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047854
1791.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Simpcentumvirus,,Simpcentumvirus Smp131,E,Stenotrophomonas phage Smp131,,,JQ809663,NC_023588,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023588
1793.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Tigrvirus,,Tigrvirus E202,E,Burkholderia phage phiE202,,,CP000623,NC_009234,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_009234
1794.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Tigrvirus,,Tigrvirus phi52237,E,Burkholderia pseudomallei phage phi52237,,,DQ087285,NC_007145,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_007145
1795.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Tigrvirus,,Tigrvirus phiE094,E,Burkholderia phage phiE094,,,MW072790,NC_055911,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055911
1797.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Valbvirus,,Valbvirus ValB1MD2,E,Vibrio phage ValB1MD-2,,,MT662115,NC_055862,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055862
1798.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Vimunumvirus,,Vimunumvirus ST147VIM1phi71,E,Klebsiella phage ST147-VIM1phi7.1,,,MK416018,NC_049451,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049451
1799.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Vulnificusvirus,,Vulnificusvirus PV94,E,Vibrio phage PV94,,,HG803181,NC_027368,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_027368
1800.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Wadgaonvirus,,Wadgaonvirus wv5004651,E,Escherichia phage 500465-1,,,CP025900,NC_049342,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049342
1801.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Xuanwuvirus,,Xuanwuvirus P88,E,Escherichia phage P88,,,KP063541,NC_026014,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_026014
1802.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Xuanwuvirus,,Xuanwuvirus P884B11,E,Escherichia phage P88_4B11,,,LR595891,NC_049391,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049391
1803.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Xuanwuvirus,,Xuanwuvirus xv503458,E,Escherichia phage 503458,,,CP025874,NC_049341,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049341
1804.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Xuanwuvirus,,Xuanwuvirus xv520873,E,Escherichia phage 520873,,,CP025923,NC_049344,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049344
1805.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Yongunavirus,,Yongunavirus yong1,E,Vibrio phage vB_ValM-yong1,,,MN563793,NC_049477,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_049477
1808.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Pervagoviridae,,Callevirus,,Callevirus phi38una,E,Cellulophaga phage phi38:1,phi38:1,,KC821614,NC_021796,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_021796
1812.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Pootjesviridae,,Emnonavirus,,Emnonavirus phiM9,E,Sinorhizobium phage phiM9,,,KP881232,NC_028676,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_028676
1813.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Pootjesviridae,,Heverleevirus,,Heverleevirus OLIVR5,E,Agrobacterium phage OLIVR5,,,MT234342,NC_055841,Coding-complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055841
1815.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Pootjesviridae,,Innesvirus,,Innesvirus P10VF,E,Rhizobium phage vB_RleM_P10VF,,,KM199770,NC_025429,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_025429
1817.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Pootjesviridae,,Innesvirus,,Innesvirus RL2RES,E,Rhizobium phage RL2RES,,,MN549361,NC_070889,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070889
1820.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Pungoviridae,,Flagovirus,,Flagovirus limi,E,Methanoculleus virus Blf4,L4768,,MZ171369,NC_074642,Complete genome,dsDNA,archaea,,,,,,,,,,,NC_074642
1821.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Andhravirus,,Andhravirus andhra,E,Staphylococcus phage Andhra,,,KY442063,NC_047813,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047813
1822.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Andhravirus,,Andhravirus besep3,E,Staphylococcus phage BESEP3,,,MT596500,NC_070879,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_070879
1824.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Andhravirus,,Andhravirus St134,E,Staphylococcus phage St 134,,,KY471386,NC_047814,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047814
1825.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,,Rosenblumvirus AGO13,E,Staphylococcus phage vB_SauP_phiAGO1.3,,,MG766218,NC_047919,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_047919
1826.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,,Rosenblumvirus BP39,E,Staphylococcus phage BP39,,,KM366100,NC_031046,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_031046
1827.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,,Rosenblumvirus CSA13,E,Staphylococcus phage CSA13,,,MH107118,NC_048159,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048159
1828.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,,Rosenblumvirus EBHT,E,Staphylococcus phage Portland,,,MT926124,NC_055906,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055906
1829.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,,Rosenblumvirus GRCS,E,Staphylococcus phage GRCS,,,KJ210330,NC_023550,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_023550
1831.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,,Rosenblumvirus LSA2366,E,Staphylococcus phage LSA2366,,,MW363799,NC_055916,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055916
1832.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,,Rosenblumvirus pabna,E,Staphylococcus phage Pabna,,,MH972260,NC_048107,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_048107
1833.0,1.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Rountreeviridae,Rakietenvirinae,Rosenblumvirus,,Rosenblumvirus portland,E,Staphylococcus phage Portland,,,MN098325,NC_055814,Complete genome,dsDNA,bacteria,,,,,,,,,,,NC_055814
