METADATA
SEPARATOR COMMA
FIELD_LABELS,RED_scores
NC_047785|NC_049832,0.907028
NC_047785,1.000000
NC_049832,1.000000
NC_047828|NC_047959,0.886642
NC_047828,1.000000
NC_047959,1.000000
NC_047996,1.000000
NC_041995|NC_047998,0.858257
NC_041995|NC_049831,0.884666
NC_041995,1.000000
NC_049831,1.000000
NC_047998,1.000000
NC_019725,1.000000
NC_042043,1.000000
NC_047863,1.000000
NC_019509|NC_054894,0.707360
NC_019509|NC_054893,0.727072
NC_019509|NC_048088,0.842780
NC_019509,1.000000
NC_048088,1.000000
NC_049830|NC_054893,0.754063
NC_049830|NC_054892,0.787628
NC_049830,1.000000
NC_054892,1.000000
NC_054893,1.000000
NC_054894,1.000000
NC_047938|NC_049853,0.755820
NC_047938|NC_049829,0.774225
NC_047938|NC_054895,0.856099
NC_047938|NC_048132,0.870880
NC_047938|NC_048206,0.879954
NC_047938|NC_054896,0.892459
NC_047938,1.000000
NC_049817|NC_054896,0.896079
NC_049817|NC_049818,0.912904
NC_049817,1.000000
NC_049818,1.000000
NC_049819|NC_054896,0.913168
NC_049819,1.000000
NC_054896,1.000000
NC_048206,1.000000
NC_048132,1.000000
NC_048202|NC_054895,0.882585
NC_048202|NC_049815,0.902179
NC_048202|NC_049814,0.945756
NC_048202,1.000000
NC_049814,1.000000
NC_049815,1.000000
NC_049816|NC_054895,0.894092
NC_049816,1.000000
NC_054895,1.000000
NC_021331|NC_049829,0.783425
NC_021331,1.000000
NC_049821|NC_049829,0.808900
NC_049821|NC_049852,0.838294
NC_049821,1.000000
NC_049825|NC_049852,0.858350
NC_049825|NC_049826,0.878182
NC_049825,1.000000
NC_049826,1.000000
NC_049822|NC_049852,0.863331
NC_049822|NC_049827,0.891579
NC_049822|NC_049823,0.919898
NC_049822,1.000000
NC_049823,1.000000
NC_049824|NC_049827,0.909627
NC_049824,1.000000
NC_049827,1.000000
NC_049852,1.000000
NC_049828|NC_049829,0.867757
NC_049828,1.000000
NC_049829,1.000000
NC_049853,1.000000
NC_009540|NC_047985,0.773427
NC_009540|NC_047898,0.778675
NC_009540|NC_042066,0.791142
NC_009540|NC_047947,0.810976
NC_009540,1.000000
NC_047947,1.000000
NC_042066,1.000000
NC_027350|NC_047898,0.811017
NC_027350|NC_048065,0.863324
NC_027350,1.000000
NC_031026|NC_048065,0.875382
NC_031026,1.000000
NC_047823|NC_048065,0.906675
NC_047823,1.000000
NC_048065,1.000000
NC_047898,1.000000
NC_047985,1.000000
NC_042122|NC_049843,0.672125
NC_042122|NC_047820,0.680261
NC_042122|NC_048137,0.740308
NC_042122|NC_031050,0.760998
NC_042122,1.000000
NC_047960|NC_031050,0.773366
NC_047960,1.000000
NC_031050,1.000000
NC_048137,1.000000
NC_047820,1.000000
NC_049845|NC_049843,0.729177
NC_049845|NC_043469,0.762120
NC_049845|NC_049844,0.815247
NC_049845,1.000000
NC_049844,1.000000
NC_028760|NC_043469,0.793806
NC_028760|NC_047825,0.809347
NC_028760|NC_049833,0.832674
NC_028760|NC_049846,0.846939
NC_028760|NC_029099,0.862852
NC_028760|NC_048162,0.865045
NC_028760|NC_049848,0.885596
NC_028760,1.000000
NC_049848,1.000000
NC_048024|NC_048162,0.888723
NC_048024,1.000000
NC_048162,1.000000
NC_029099,1.000000
NC_028774|NC_049846,0.850423
NC_028774|NC_049841,0.865225
NC_028774|NC_049838,0.870995
NC_028774|NC_049839,0.884670
NC_028774,1.000000
NC_049839,1.000000
NC_049838,1.000000
NC_047841|NC_049841,0.870933
NC_047841|NC_047850,0.880043
NC_047841|NC_049842,0.902205
NC_047841,1.000000
NC_047907|NC_049842,0.932645
NC_047907,1.000000
NC_049842,1.000000
NC_047850,1.000000
NC_048042|NC_049841,0.897858
NC_048042|NC_048143,0.933883
NC_048042,1.000000
NC_048143,1.000000
NC_049841,1.000000
NC_028786|NC_049846,0.876372
NC_028786,1.000000
NC_049846,1.000000
NC_031053|NC_049833,0.854200
NC_031053|NC_049847,0.861460
NC_031053,1.000000
NC_048126|NC_049847,0.879758
NC_048126,1.000000
NC_049847,1.000000
NC_049833,1.000000
NC_049834|NC_047825,0.851434
NC_049834|NC_049837,0.872558
NC_049834,1.000000
NC_049835|NC_049837,0.884878
NC_049835|NC_049836,0.906317
NC_049835,1.000000
NC_049836,1.000000
NC_049837,1.000000
NC_047784|NC_047825,0.875402
NC_047784,1.000000
NC_047825,1.000000
NC_043469,1.000000
NC_049840|NC_049843,0.795810
NC_049840,1.000000
NC_049843,1.000000
NC_007291|NC_024210,0.670151
NC_007291,1.000000
NC_007603|NC_024210,0.716162
NC_007603|NC_047848,0.725228
NC_007603|NC_048208,0.745047
NC_007603|NC_047847,0.789453
NC_007603|NC_047810,0.813541
NC_007603,1.000000
NC_047810,1.000000
NC_047847,1.000000
NC_019404|NC_048208,0.761552
NC_019404|NC_047812,0.819899
NC_019404,1.000000
NC_047812,1.000000
NC_049813|NC_048208,0.777786
NC_049813|NC_047893,0.803645
NC_049813,1.000000
NC_047893,1.000000
NC_023743|NC_048208,0.799595
NC_023743,1.000000
NC_048208,1.000000
NC_047848,1.000000
NC_019718|NC_024210,0.784225
NC_019718|NC_047740,0.821857
NC_019718,1.000000
NC_024784|NC_047740,0.834021
NC_024784|NC_024793,0.891030
NC_024784,1.000000
NC_024789|NC_024793,0.917428
NC_024789,1.000000
NC_024793,1.000000
NC_042038|NC_047740,0.888662
NC_042038|NC_042046,0.896244
NC_042038,1.000000
NC_042046,1.000000
NC_047740,1.000000
NC_024210,1.000000
NC_029071,1.000000
NC_019406|NC_042082,0.418527
NC_019406|NC_020842,0.429649
NC_019406|NC_041880,0.437120
NC_019406|NC_041927,0.491663
NC_019406|NC_048045,0.565999
NC_019406|NC_048047,0.607042
NC_019406|NC_048046,0.809790
NC_019406,1.000000
NC_048046,1.000000
NC_048048|NC_048047,0.792000
NC_048048,1.000000
NC_048047,1.000000
NC_019405|NC_048045,0.756285
NC_019405|NC_019411,0.823181
NC_019405,1.000000
NC_019411,1.000000
NC_019408|NC_048045,0.786325
NC_019408,1.000000
NC_048045,1.000000
NC_041927,1.000000
NC_018088|NC_041880,0.465809
NC_018088|NC_055826,0.473862
NC_018088|NC_042091,0.494335
NC_018088,1.000000
NC_042091,1.000000
NC_055826,1.000000
NC_041880,1.000000
NC_047757|NC_020842,0.479928
NC_047757|NC_048166,0.503112
NC_047757,1.000000
NC_047902|NC_048166,0.645149
NC_047902,1.000000
NC_048166,1.000000
NC_020842,1.000000
NC_005091|NC_042082,0.430354
NC_005091|NC_052968,0.537732
NC_005091|NC_052977,0.574290
NC_005091|NC_052974,0.601789
NC_005091|NC_053010,0.615451
NC_005091|NC_042344,0.640932
NC_005091|NC_052985,0.660631
NC_005091,1.000000
NC_018832|NC_052985,0.680530
NC_018832|NC_053015,0.743686
NC_018832,1.000000
NC_053015,1.000000
NC_052986|NC_052985,0.804877
NC_052986|NC_052984,0.853752
NC_052986,1.000000
NC_052984,1.000000
NC_052985,1.000000
NC_052973|NC_042344,0.787413
NC_052973|NC_042345,0.811673
NC_052973,1.000000
NC_042345,1.000000
NC_042344,1.000000
NC_053012|NC_053010,0.647187
NC_053012|NC_052978,0.672288
NC_053012|NC_053013,0.703574
NC_053012,1.000000
NC_018283|NC_053013,0.778446
NC_018283,1.000000
NC_053013,1.000000
NC_052983|NC_052978,0.754953
NC_052983|NC_052981,0.819348
NC_052983,1.000000
NC_028812|NC_052981,0.898211
NC_028812,1.000000
NC_052981,1.000000
NC_052979|NC_052978,0.769750
NC_052979,1.000000
NC_052978,1.000000
NC_052989|NC_053010,0.661361
NC_052989|NC_048805,0.679413
NC_052989|NC_053011,0.730940
NC_052989,1.000000
NC_053011,1.000000
NC_048670|NC_048805,0.818334
NC_048670|NC_048732,0.873664
NC_048670,1.000000
NC_048732,1.000000
NC_048805,1.000000
NC_019417|NC_053010,0.687055
NC_019417|NC_029045,0.766279
NC_019417|NC_052991,0.794168
NC_019417|NC_031930,0.822740
NC_019417|NC_053000,0.862859
NC_019417|NC_031228,0.868060
NC_019417,1.000000
NC_021783|NC_031228,0.906614
NC_021783,1.000000
NC_031228,1.000000
NC_021315|NC_053000,0.876598
NC_021315,1.000000
NC_021780|NC_053000,0.895622
NC_021780|NC_048666,0.905130
NC_021780|NC_048683,0.926305
NC_021780,1.000000
NC_048683,1.000000
NC_048655|NC_048666,0.915730
NC_048655|NC_048727,0.925981
NC_048655,1.000000
NC_048727,1.000000
NC_048666,1.000000
NC_048648|NC_053000,0.896874
NC_048648|NC_052999,0.913792
NC_048648,1.000000
NC_052999,1.000000
NC_053000,1.000000
NC_031930,1.000000
NC_021779|NC_052991,0.797435
NC_021779,1.000000
NC_052991,1.000000
NC_048632|NC_029045,0.797065
NC_048632,1.000000
NC_029045,1.000000
NC_019524|NC_053010,0.745875
NC_019524|NC_053008,0.756153
NC_019524,1.000000
NC_053008,1.000000
NC_053009|NC_053010,0.887169
NC_053009,1.000000
NC_053010,1.000000
NC_029106|NC_052974,0.638528
NC_029106|NC_020853,0.655347
NC_029106|NC_055839,0.680976
NC_029106,1.000000
NC_055839,1.000000
NC_020853,1.000000
NC_052974,1.000000
NC_052975|NC_052977,0.655109
NC_052975,1.000000
NC_052976|NC_052977,0.869196
NC_052976,1.000000
NC_052977,1.000000
NC_052968,1.000000
NC_005178|NC_042082,0.464721
NC_005178|NC_027298,0.805368
NC_005178|NC_061433,0.814530
NC_005178|NC_024782,0.874743
NC_005178,1.000000
NC_011613|NC_024782,0.950608
NC_011613,1.000000
NC_024782,1.000000
NC_008717|NC_061433,0.825856
NC_008717|NC_009818,0.851454
NC_008717|NC_018274,0.877169
NC_008717,1.000000
NC_011611|NC_018274,0.909654
NC_011611|NC_020198,0.921062
NC_011611,1.000000
NC_020198,1.000000
NC_018274,1.000000
NC_009818,1.000000
NC_020202|NC_061433,0.847756
NC_020202|NC_030908,0.858687
NC_020202|NC_061439,0.866530
NC_020202|NC_061437,0.892228
NC_020202|NC_024330,0.915963
NC_020202|NC_061434,0.921269
NC_020202|NC_061435,0.933442
NC_020202,1.000000
NC_061435,1.000000
NC_061434,1.000000
NC_023700|NC_024330,0.929496
NC_023700,1.000000
NC_024330,1.000000
NC_020203|NC_061437,0.900010
NC_020203|NC_061438,0.921789
NC_020203,1.000000
NC_061438,1.000000
NC_061436|NC_061437,0.907818
NC_061436,1.000000
NC_061437,1.000000
NC_041851|NC_061439,0.898820
NC_041851,1.000000
NC_061439,1.000000
NC_030908,1.000000
NC_026601|NC_061433,0.879276
NC_026601,1.000000
NC_061433,1.000000
NC_061432|NC_027298,0.822080
NC_061432,1.000000
NC_027298,1.000000
NC_019713|NC_042082,0.497369
NC_019713|NC_041910,0.810067
NC_019713,1.000000
NC_041910,1.000000
NC_041877|NC_042082,0.598730
NC_041877,1.000000
NC_042082,1.000000
NC_022767|NC_048830,0.402738
NC_022767|NC_027120,0.403629
NC_022767|NC_062756,0.414075
NC_022767|NC_042040,0.422506
NC_022767|OP413838,0.430108
NC_022767|NC_022766,0.446875
NC_022767|NC_070841,0.610214
NC_022767|NC_028777,0.833598
NC_022767|NC_028856,0.840541
NC_022767|NC_022774,0.879437
NC_022767,1.000000
NC_022774,1.000000
NC_028856,1.000000
NC_028777,1.000000
NC_070843|NC_070841,0.774236
NC_070843|NC_070844,0.781758
NC_070843|NC_070845,0.819775
NC_070843,1.000000
NC_070845,1.000000
NC_070844,1.000000
NC_070842|NC_070841,0.908381
NC_070842,1.000000
NC_070841,1.000000
NC_020477|NC_022766,0.781980
NC_020477|NC_022765,0.799203
NC_020477|NC_041858,0.854186
NC_020477,1.000000
NC_022773|NC_041858,0.858852
NC_022773,1.000000
NC_041858,1.000000
NC_020480|NC_022765,0.859230
NC_020480,1.000000
NC_022765,1.000000
NC_020478|NC_022766,0.883957
NC_020478|NC_020479,0.889800
NC_020478,1.000000
NC_020479,1.000000
NC_022766,1.000000
NC_001884|OP413838,0.434762
NC_001884|NC_024355,0.474859
NC_001884|NC_027341,0.505035
NC_001884,1.000000
NC_071043|NC_027341,0.540825
NC_071043|NC_071050,0.646754
NC_071043|NC_071049,0.685373
NC_071043|NC_071044,0.758438
NC_071043|NC_071042,0.788824
NC_071043,1.000000
NC_071042,1.000000
NC_023007|NC_071044,0.785588
NC_023007|NC_071046,0.830409
NC_023007|NC_071045,0.852290
NC_023007,1.000000
NC_071045,1.000000
NC_071047|NC_071046,0.877086
NC_071047|NC_071048,0.901984
NC_071047,1.000000
NC_071048,1.000000
NC_071046,1.000000
NC_071044,1.000000
NC_071041|NC_071049,0.705720
NC_071041|NC_071040,0.795665
NC_071041,1.000000
NC_071040,1.000000
NC_071049,1.000000
NC_071050,1.000000
NC_049856|NC_027341,0.743383
NC_049856,1.000000
NC_015263|NC_027341,0.769701
NC_015263|NC_049854,0.783808
NC_015263,1.000000
NC_049857|NC_049854,0.799800
NC_049857,1.000000
NC_049855|NC_049854,0.828695
NC_049855,1.000000
NC_049854,1.000000
NC_023574|NC_027341,0.863224
NC_023574,1.000000
NC_027341,1.000000
NC_055834|NC_024355,0.503205
NC_055834|NC_048104,0.516441
NC_055834|NC_055907,0.704558
NC_055834|NC_055833,0.862106
NC_055834,1.000000
NC_055833,1.000000
NC_055907,1.000000
NC_047739|NC_048104,0.548869
NC_047739|NC_047760,0.681809
NC_047739|NC_047764,0.710615
NC_047739,1.000000
NC_047918|NC_047764,0.761841
NC_047918|NC_047931,0.863197
NC_047918,1.000000
NC_047931,1.000000
NC_047764,1.000000
NC_047897|NC_047760,0.762502
NC_047897|NC_047925,0.819981
NC_047897,1.000000
NC_047925,1.000000
NC_047760,1.000000
NC_026609|NC_048104,0.826700
NC_026609,1.000000
NC_048104,1.000000
NC_023582|NC_024355,0.797521
NC_023582,1.000000
NC_024355,1.000000
NC_028805|OP413838,0.463778
NC_028805,1.000000
OP880252|OP413838,0.596833
OP880252|OP880253,0.810302
OP880252,1.000000
OP880253,1.000000
OP413838,1.000000
NC_000866|NC_042040,0.429198
NC_000866|NC_048087,0.440762
NC_000866|NC_042098,0.447122
NC_000866|NC_055915,0.457785
NC_000866|NC_041884,0.464944
NC_000866|NC_048077,0.474262
NC_000866|NC_043027,0.477629
NC_000866|OR769219,0.482528
NC_000866|NC_042013,0.498493
NC_000866|NC_041929,0.505043
NC_000866|NC_028829,0.560980
NC_000866|NC_055712,0.571529
NC_000866|NC_048674,0.577311
NC_000866|NC_015250,0.612445
NC_000866|NC_055728,0.636702
NC_000866|NC_070780,0.680131
NC_000866|NC_055709,0.685082
NC_000866|NC_042129,0.786885
NC_000866|NC_054937,0.838683
NC_000866,1.000000
NC_008515|NC_054937,0.856916
NC_008515|NC_054907,0.860458
NC_008515|NC_054905,0.860912
NC_008515|NC_055713,0.864998
NC_008515|NC_054931,0.880311
NC_008515|NC_054916,0.887699
NC_008515|NC_054930,0.891364
NC_008515|NC_054918,0.900687
NC_008515,1.000000
NC_054918,1.000000
NC_025419|NC_054930,0.902285
NC_025419|NC_025448,0.915708
NC_025419,1.000000
NC_025448,1.000000
NC_054930,1.000000
NC_054916,1.000000
NC_054931,1.000000
NC_012635|NC_055713,0.869123
NC_012635|NC_054939,0.872927
NC_012635|NC_054942,0.876407
NC_012635|NC_027349,0.886494
NC_012635|NC_055741,0.889646
NC_012635|NC_031030,0.890623
NC_012635|NC_054910,0.891924
NC_012635|NC_054919,0.897577
NC_012635|NC_055780,0.903020
NC_012635,1.000000
NC_027983|NC_055780,0.910748
NC_027983,1.000000
NC_054941|NC_055780,0.930890
NC_054941,1.000000
NC_055780,1.000000
NC_027353|NC_054919,0.903053
NC_027353|NC_054906,0.908027
NC_027353|NC_054932,0.910342
NC_027353|NC_054933,0.913179
NC_027353|NC_054922,0.922069
NC_027353,1.000000
NC_054922,1.000000
NC_028780|NC_054933,0.924499
NC_028780,1.000000
NC_054933,1.000000
NC_054901|NC_054932,0.925043
NC_054901,1.000000
NC_054932,1.000000
NC_042039|NC_054906,0.918435
NC_042039|NC_054900,0.926307
NC_042039,1.000000
NC_054900,1.000000
NC_054906,1.000000
NC_054911|NC_054919,0.913584
NC_054911|NC_054938,0.917543
NC_054911,1.000000
NC_054938,1.000000
NC_054919,1.000000
NC_012638|NC_054910,0.894194
NC_012638|NC_031103,0.898792
NC_012638|NC_054925,0.905274
NC_012638,1.000000
NC_054925,1.000000
NC_025449|NC_031103,0.910417
NC_025449,1.000000
NC_031103,1.000000
NC_054899|NC_054910,0.897328
NC_054899|NC_055831,0.911684
NC_054899,1.000000
NC_054909|NC_055831,0.919344
NC_054909,1.000000
NC_055831,1.000000
NC_054910,1.000000
NC_019503|NC_031030,0.896626
NC_019503|NC_054924,0.903618
NC_019503,1.000000
NC_054923|NC_054924,0.910629
NC_054923,1.000000
NC_054924,1.000000
NC_025829|NC_031030,0.901307
NC_025829|NC_054917,0.907442
NC_025829,1.000000
NC_054917,1.000000
NC_028927|NC_031030,0.913324
NC_028927,1.000000
NC_031030,1.000000
NC_031085|NC_055741,0.895581
NC_031085|NC_054904,0.896771
NC_031085|NC_054934,0.898798
NC_031085,1.000000
NC_042077|NC_054934,0.914319
NC_042077,1.000000
NC_054934,1.000000
NC_042078|NC_054904,0.904071
NC_042078,1.000000
NC_054904,1.000000
NC_055741,1.000000
NC_027349,1.000000
NC_054927|NC_054942,0.889735
NC_054927,1.000000
NC_054942,1.000000
NC_019399|NC_054939,0.887525
NC_019399|NC_054920,0.892974
NC_019399,1.000000
NC_041919|NC_054920,0.904451
NC_041919|NC_054945,0.912216
NC_041919|NC_054935,0.920558
NC_041919,1.000000
NC_054935,1.000000
NC_054945,1.000000
NC_054908|NC_054920,0.904928
NC_054908|NC_054926,0.907484
NC_054908|NC_055724,0.913260
NC_054908,1.000000
NC_055724,1.000000
NC_054926,1.000000
NC_054914|NC_054920,0.929993
NC_054914,1.000000
NC_054920,1.000000
NC_054939,1.000000
NC_019505|NC_055713,0.877266
NC_019505,1.000000
NC_054929|NC_055713,0.888641
NC_054929,1.000000
NC_055713,1.000000
NC_054902|NC_054905,0.889897
NC_054902,1.000000
NC_054903|NC_054905,0.917505
NC_054903,1.000000
NC_054905,1.000000
NC_015457|NC_054907,0.875096
NC_015457,1.000000
NC_027404|NC_054907,0.911870
NC_027404,1.000000
NC_054907,1.000000
NC_024125|NC_054937,0.867753
NC_024125|NC_054915,0.872870
NC_024125|NC_054943,0.881787
NC_024125,1.000000
NC_054943,1.000000
NC_054915,1.000000
NC_030953|NC_054937,0.869081
NC_030953|NC_055723,0.887432
NC_030953,1.000000
NC_031011|NC_055723,0.896412
NC_031011,1.000000
NC_054944|NC_055723,0.910863
NC_054944,1.000000
NC_055723,1.000000
NC_031047|NC_054937,0.875059
NC_031047|NC_054912,0.889815
NC_031047|NC_054936,0.904364
NC_031047,1.000000
NC_054936,1.000000
NC_054912,1.000000
NC_054921|NC_054937,0.881222
NC_054921|NC_054928,0.910790
NC_054921,1.000000
NC_054928,1.000000
NC_054937,1.000000
NC_042129,1.000000
NC_004928|NC_055709,0.766254
NC_004928|NC_055708,0.829771
NC_004928|NC_054913,0.853764
NC_004928|NC_055718,0.868410
NC_004928|NC_055749,0.884422
NC_004928|NC_024794,0.896193
NC_004928|NC_025437,0.902184
NC_004928,1.000000
NC_025437,1.000000
NC_024794,1.000000
NC_018855|NC_055749,0.888778
NC_018855|NC_055781,0.897143
NC_018855|NC_055734,0.901758
NC_018855,1.000000
NC_024124|NC_055734,0.908507
NC_024124,1.000000
NC_029091|NC_055734,0.912571
NC_029091|NC_041863,0.927888
NC_029091|NC_054940,0.945438
NC_029091,1.000000
NC_054940,1.000000
NC_041863,1.000000
NC_055734,1.000000
NC_055781,1.000000
NC_031090|NC_055749,0.890885
NC_031090,1.000000
NC_055749,1.000000
NC_055718,1.000000
NC_054913,1.000000
NC_055708,1.000000
NC_055709,1.000000
NC_010105|NC_070780,0.767396
NC_010105|NC_055783,0.801437
NC_010105|NC_055782,0.832590
NC_010105|NC_028881,0.846787
NC_010105|NC_031934,0.856551
NC_010105|NC_055740,0.883844
NC_010105|NC_012741,0.921933
NC_010105,1.000000
NC_012741,1.000000
NC_055740,1.000000
NC_019500|NC_031934,0.873124
NC_019500,1.000000
NC_028847|NC_031934,0.887965
NC_028847|NC_031928,0.926744
NC_028847,1.000000
NC_031928,1.000000
NC_031934,1.000000
NC_028881,1.000000
NC_014260|NC_055782,0.844953
NC_014260|NC_055742,0.866457
NC_014260,1.000000
NC_055742,1.000000
NC_055782,1.000000
NC_055783,1.000000
NC_014595|NC_070780,0.853343
NC_014595|NC_028894,0.870271
NC_014595,1.000000
NC_028894,1.000000
NC_014792|NC_070780,0.855214
NC_014792|NC_028957,0.887209
NC_014792|NC_028925,0.903257
NC_014792,1.000000
NC_028925,1.000000
NC_028957,1.000000
NC_070780,1.000000
NC_024121|NC_055728,0.650932
NC_024121|NC_055737,0.668806
NC_024121|NC_055720,0.681712
NC_024121|NC_049464,0.842527
NC_024121,1.000000
NC_049464,1.000000
NC_055720,1.000000
NC_031020|NC_055737,0.720378
NC_031020,1.000000
NC_028762|NC_055737,0.793719
NC_028762|NC_055727,0.853899
NC_028762,1.000000
NC_055727,1.000000
NC_055737,1.000000
NC_055768|NC_055728,0.685783
NC_055768|NC_055715,0.811610
NC_055768|NC_031095,0.836760
NC_055768|NC_031087,0.855988
NC_055768,1.000000
NC_028686|NC_031087,0.869521
NC_028686|NC_055748,0.877514
NC_028686,1.000000
NC_055748,1.000000
NC_031087,1.000000
NC_031095,1.000000
NC_055715,1.000000
NC_014662|NC_055728,0.696510
NC_014662|NC_070779,0.715397
NC_014662|NC_055739,0.820747
NC_014662|NC_055726,0.838871
NC_014662,1.000000
NC_023561|NC_055726,0.856373
NC_023561,1.000000
NC_055726,1.000000
NC_055739,1.000000
NC_020416|NC_070779,0.728059
NC_020416|NC_031065,0.822902
NC_020416|NC_042044,0.862764
NC_020416|NC_026607,0.901164
NC_020416,1.000000
NC_026607,1.000000
NC_027344|NC_042044,0.897213
NC_027344,1.000000
NC_042044,1.000000
NC_031065,1.000000
NC_027331|NC_070779,0.836869
NC_027331|NC_042067,0.852583
NC_027331|NC_028857,0.862422
NC_027331,1.000000
NC_028857,1.000000
NC_042067,1.000000
NC_070779,1.000000
NC_055743|NC_055728,0.703733
NC_055743|NC_055716,0.712360
NC_055743,1.000000
NC_019909|NC_055716,0.818386
NC_019909|NC_028820,0.865399
NC_019909,1.000000
NC_028820,1.000000
NC_055716,1.000000
NC_048694|NC_055728,0.733477
NC_048694|NC_048798,0.835307
NC_048694,1.000000
NC_048798,1.000000
NC_048849|NC_055728,0.741945
NC_048849|NC_028940,0.753203
NC_048849|NC_028683,0.793878
NC_048849|NC_070776,0.867940
NC_048849,1.000000
NC_070778|NC_070776,0.881007
NC_070778|NC_070777,0.883293
NC_070778,1.000000
NC_070777,1.000000
NC_070776,1.000000
NC_028683,1.000000
NC_028940,1.000000
NC_055721|NC_055728,0.806778
NC_055721,1.000000
NC_041996|NC_055728,0.876920
NC_041996,1.000000
NC_055728,1.000000
NC_070937|NC_015250,0.614933
NC_070937|NC_014635,0.648355
NC_070937,1.000000
NC_005135|NC_014635,0.783534
NC_005135,1.000000
NC_008208|NC_014635,0.799535
NC_008208|NC_029000,0.814875
NC_008208|NC_055747,0.838755
NC_008208,1.000000
NC_019543|NC_055747,0.857117
NC_019543|NC_020879,0.859972
NC_019543|NC_055746,0.874941
NC_019543,1.000000
NC_042019|NC_055746,0.884267
NC_042019,1.000000
NC_055746,1.000000
NC_020879,1.000000
NC_055747,1.000000
NC_029000,1.000000
NC_014635,1.000000
NC_005066|NC_015250,0.619340
NC_005066|NC_055757,0.867382
NC_005066|NC_041936,0.870909
NC_005066|NC_012740,0.890709
NC_005066,1.000000
NC_009821|NC_012740,0.913615
NC_009821|NC_025425,0.924065
NC_009821,1.000000
NC_025425,1.000000
NC_012740,1.000000
NC_041936,1.000000
NC_055757,1.000000
NC_014661|NC_015250,0.720123
NC_014661|NC_049494,0.732192
NC_014661|NC_014663,0.752469
NC_014661,1.000000
NC_014663,1.000000
NC_018087|NC_049494,0.756029
NC_018087,1.000000
NC_049438|NC_049494,0.801345
NC_049438|NC_049493,0.889361
NC_049438|NC_049441,0.897592
NC_049438,1.000000
NC_049441,1.000000
NC_049479|NC_049493,0.908783
NC_049479|NC_049492,0.911791
NC_049479|NC_049511,0.919738
NC_049479|NC_049490,0.930425
NC_049479,1.000000
NC_049490,1.000000
NC_049511,1.000000
NC_049492,1.000000
NC_049491|NC_049493,0.914943
NC_049491,1.000000
NC_049493,1.000000
NC_049445|NC_049494,0.875748
NC_049445,1.000000
NC_049494,1.000000
NC_015250,1.000000
NC_005260|NC_048674,0.606926
NC_005260|NC_055733,0.763123
NC_005260|NC_023688,0.785309
NC_005260|NC_014636,0.800132
NC_005260,1.000000
NC_014636,1.000000
NC_023688,1.000000
NC_055733,1.000000
NC_015251|NC_048674,0.729396
NC_015251,1.000000
NC_019538|NC_048674,0.795543
NC_019538|NC_048673,0.875035
NC_019538,1.000000
NC_048673,1.000000
NC_048674,1.000000
NC_007023|NC_055712,0.755933
NC_007023|NC_048646,0.817608
NC_007023|NC_021344,0.844239
NC_007023|NC_029013,0.863171
NC_007023,1.000000
NC_025414|NC_029013,0.895419
NC_025414,1.000000
NC_029013,1.000000
NC_014467|NC_021344,0.865279
NC_014467,1.000000
NC_021344,1.000000
NC_019398|NC_048646,0.852947
NC_019398,1.000000
NC_028755|NC_048646,0.892160
NC_028755,1.000000
NC_048645|NC_048646,0.897113
NC_048645,1.000000
NC_048646,1.000000
NC_014036|NC_055712,0.838856
NC_014036,1.000000
NC_020080|NC_055712,0.872379
NC_020080|NC_041980,0.885283
NC_020080|NC_028750,0.903453
NC_020080,1.000000
NC_028750,1.000000
NC_041980,1.000000
NC_055712,1.000000
NC_005083|NC_028829,0.787058
NC_005083|NC_021529,0.791347
NC_005083,1.000000
NC_021529,1.000000
NC_023568|NC_028829,0.824218
NC_023568,1.000000
NC_028829,1.000000
NC_055719|NC_041929,0.509652
NC_055719|NC_041881,0.519253
NC_055719|NC_070965,0.606633
NC_055719|NC_047714,0.615397
NC_055719|NC_020845,0.638546
NC_055719|NC_055761,0.657167
NC_055719|NC_031906,0.665130
NC_055719|NC_070964,0.680021
NC_055719|NC_031944,0.693468
NC_055719|NC_028663,0.703707
NC_055719|NC_015281,0.717071
NC_055719|NC_048102,0.729801
NC_055719|NC_062734,0.746016
NC_055719|NC_047733,0.771522
NC_055719|NC_055744,0.892640
NC_055719,1.000000
NC_055744,1.000000
NC_031242|NC_047733,0.841570
NC_031242,1.000000
NC_047733,1.000000
NC_008296|NC_062734,0.758918
NC_008296|NC_055710,0.786777
NC_008296,1.000000
NC_020859|NC_055710,0.795540
NC_020859|NC_021536,0.818864
NC_020859,1.000000
NC_021536,1.000000
NC_055710,1.000000
NC_015285|NC_062734,0.767865
NC_015285|NC_023584,0.780099
NC_015285|NC_047716,0.860184
NC_015285,1.000000
NC_047715|NC_047716,0.902709
NC_047715,1.000000
NC_047716,1.000000
NC_021530|NC_023584,0.788921
NC_021530|NC_047719,0.798402
NC_021530,1.000000
NC_026924|NC_047719,0.821791
NC_026924,1.000000
NC_047718|NC_047719,0.941376
NC_047718,1.000000
NC_047719,1.000000
NC_023584,1.000000
NC_019444|NC_062734,0.811437
NC_019444,1.000000
NC_062734,1.000000
NC_015282|NC_048102,0.775860
NC_015282|NC_015286,0.781927
NC_015282|NC_015289,0.822765
NC_015282,1.000000
NC_015289,1.000000
NC_015286,1.000000
NC_021072|NC_048102,0.858894
NC_021072,1.000000
NC_048102,1.000000
NC_015281,1.000000
NC_006884|NC_028663,0.718495
